"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"3191","How would you rate the safety and security of your household in your current location?",NA,"Poor","NA",0.126548451931225,NA,0.108820905432676,0.144275998429775,NA,NA
"480","How would you rate the safety and security of your household in your current location?",NA,"Very good","NA",0.107785170479877,NA,0.0876797432421635,0.127890597717591,NA,NA
"554","How would you rate the safety and security of your household in your current location?",NA,"Very poor","NA",0.0391660605132142,NA,0.0267090903034273,0.0516230307230011,NA,NA
"1237","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Verbally threatened or intimidated","NA",0.135957741089704,NA,0.119393398172869,0.152522084006539,NA,NA
"2235","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Assaulted (hit, slapped, punched) without a weapon","NA",0.0425155768257765,NA,0.0352020466448937,0.0498291070066594,NA,NA
"3192","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Assaulted (beaten, stabbed, attacked, shot) with a weapon.","NA",0.0413359643877615,NA,0.0308937328479199,0.0517781959276031,NA,NA
"481","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Hindered to move freely within or outside your settlement","NA",0.0719044253672668,NA,0.0591082151971001,0.0847006355374334,NA,NA
"555","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Hindered to move freely to another district or province","NA",0.100830727090615,NA,0.0822580701261013,0.119403384055128,NA,NA
"648","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Forced to work","NA",0.0199409537049478,NA,0.010674298538774,0.0292076088711215,NA,NA
"742","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Forcibly detained","NA",0.0199919027305,NA,0.0104363038079388,0.0295475016530612,NA,NA
"833","Were any adults (18 years or older) in your household subject to any of the following protection incidents in the past 3 months?",NA,"None of the above","NA",0.728375696917243,NA,0.700263723267834,0.756487670566652,NA,NA
"1238","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Verbally threatened or intimidated","NA",0.118569632344605,NA,0.103343147266665,0.133796117422546,NA,NA
"2236","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Assaulted (hit, slapped, punched) without a weapon","NA",0.0395041215107359,NA,0.0316862916933221,0.0473219513281497,NA,NA
"3193","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Assaulted (beaten, stabbed, attacked, shot) with a weapon.","NA",0.0216495535511112,NA,0.0171844261492646,0.0261146809529578,NA,NA
"482","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Hindered to move freely within or outside your settlement","NA",0.0406512678800234,NA,0.0317326026122555,0.0495699331477913,NA,NA
"556","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Hindered to move freely to another district or province","NA",0.0623641682276689,NA,0.0437126476587855,0.0810156887965522,NA,NA
"649","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Forced to work","NA",0.0078736309864286,NA,0.00550169674870456,0.0102455652241526,NA,NA
"743","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"Forcibly detained","NA",0.0100960959162402,NA,0.00436169704405935,0.0158304947884211,NA,NA
"834","Were any children (under 18 years) in your household subject to any of the following protection incidents in the past 3 months?",NA,"None of the above","NA",0.793443469521501,NA,0.771111269320589,0.815775669722414,NA,NA
"1239","Were there any other security or safety incidents in the past 3 months you want to mention?",NA,"No","NA",0.874978075328112,NA,0.857980829560571,0.891975321095653,NA,NA
"2237","Were there any other security or safety incidents in the past 3 months you want to mention?",NA,"Yes, violence targeting women, girls, or boys specifically. (do not list, mark only if the issue is mentioned voluntarily)","NA",0.0665256842463344,NA,0.055387728413459,0.0776636400792098,NA,NA
"3194","Were there any other security or safety incidents in the past 3 months you want to mention?",NA,"Other","NA",0.0656747768596309,NA,0.0550491216162515,0.0763004321030102,NA,NA
"1240","Have any adult members of your household (18 years or older) been severely injured in the last 3 months?",NA,"No","NA",0.961699357481287,NA,0.956398047602329,0.967000667360246,NA,NA
"2238","Have any adult members of your household (18 years or older) been severely injured in the last 3 months?",NA,"Yes","NA",0.0383006425187129,NA,0.0329993326397544,0.0436019523976714,NA,NA
"1241","What was the cause of this most severe injury to an adult member?",NA,"Conflict related","NA",0.507151071169617,NA,0.438774519654717,0.575527622684518,NA,NA
"2239","What was the cause of this most severe injury to an adult member?",NA,"Criminality","NA",0.0419411699427803,NA,0.012245052143491,0.0716372877420696,NA,NA
"3195","What was the cause of this most severe injury to an adult member?",NA,"Natural disaster related","NA",0.0911003941235003,NA,0.0512578612268461,0.130942927020155,NA,NA
"483","What was the cause of this most severe injury to an adult member?",NA,"Other","NA",0.0529801805796282,NA,-0.0237539729549896,0.129714334114246,NA,NA
"557","What was the cause of this most severe injury to an adult member?",NA,"Transport related (car or moto accident)","NA",0.165476236205639,NA,0.0653090792636373,0.265643393147641,NA,NA
"650","What was the cause of this most severe injury to an adult member?",NA,"Work related","NA",0.141350947978835,NA,0.0433076493590688,0.239394246598601,NA,NA
"1242","Have any child members of your household (under 18 years) been severely injured in the last 3 months?",NA,"No","NA",0.979123450181953,NA,0.975292458997829,0.982954441366078,NA,NA
"2240","Have any child members of your household (under 18 years) been severely injured in the last 3 months?",NA,"Yes","NA",0.0208765498180465,NA,0.0170455586339219,0.0247075410021711,NA,NA
"1243","What was the cause of this most severe injury to a child member?",NA,"Conflict related","NA",0.450018401232653,NA,0.392291972233463,0.507744830231844,NA,NA
"2241","What was the cause of this most severe injury to a child member?",NA,"Criminality","NA",0.0237028030277721,NA,-0.000708257884522875,0.048113863940067,NA,NA
"3196","What was the cause of this most severe injury to a child member?",NA,"Natural disaster related","NA",0.239522310754841,NA,0.191142497799361,0.28790212371032,NA,NA
"484","What was the cause of this most severe injury to a child member?",NA,"Other","NA",0.0118686175782542,NA,0.00123236798788894,0.0225048671686195,NA,NA
"558","What was the cause of this most severe injury to a child member?",NA,"Transport related (car or moto accident)","NA",0.207432484265886,NA,0.154726724268207,0.260138244263565,NA,NA
"651","What was the cause of this most severe injury to a child member?",NA,"Work related","NA",0.0674553831405943,NA,0.0460200624924225,0.088890703788766,NA,NA
"1244","any_tazkira_cal",NA,">=1","NA",0.898523395729153,NA,0.8721823873685,0.924864404089805,NA,NA
"2242","any_tazkira_cal",NA,"0","NA",0.101476604270847,NA,0.0751355959101947,0.1278176126315,NA,NA
"1245","What is the primary reason HH members do not have a Tazkira?",NA,"HH members never had a Tazkira","NA",0.241904786873076,NA,0.208147879119494,0.275661694626659,NA,NA
"2243","What is the primary reason HH members do not have a Tazkira?",NA,"Other","NA",0.489653530313663,NA,0.451553774835508,0.527753285791818,NA,NA
"3197","What is the primary reason HH members do not have a Tazkira?",NA,"Tazkira was lost or damaged due to conflict","NA",0.115258814329151,NA,0.096069694037751,0.134447934620551,NA,NA
"485","What is the primary reason HH members do not have a Tazkira?",NA,"Tazkira was lost or damaged due to natural disaster","NA",0.040651110976569,NA,0.0307863629216435,0.0505158590314945,NA,NA
"559","What is the primary reason HH members do not have a Tazkira?",NA,"Tazkira was lost or damaged during movement into or within Afghanistan. ","NA",0.0798040468692177,NA,0.0686205871992035,0.090987506539232,NA,NA
"652","What is the primary reason HH members do not have a Tazkira?",NA,"Tazkira was confiscated/taken","NA",0.0327277106383232,NA,0.0254552505281499,0.0400001707484965,NA,NA
"1246","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your current or most recent previous location?",NA,"Yes, in both location (including the current one)","NA",0.0812286074504081,NA,0.0663452035278715,0.0961120113729448,NA,NA
"2244","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your current or most recent previous location?",NA,"Yes, but only in the current location","NA",0.021374695687396,NA,0.0142058974488499,0.028543493925942,NA,NA
"3198","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your current or most recent previous location?",NA,"No","NA",0.646467953131327,NA,0.61900358404461,0.673932322218044,NA,NA
"486","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your current or most recent previous location?",NA,"Yes, but only in the previous location","NA",0.250928743730869,NA,0.227506567878999,0.274350919582739,NA,NA
"1247","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your community?",NA,"No","NA",0.928898684006804,NA,0.914670641402058,0.943126726611549,NA,NA
"2245","In the past year, was your household aware of the presence of any explosive hazards (mines, ERWs, PPIEDs) in or closely around your community?",NA,"Yes","NA",0.0711013159931965,NA,0.0568732733884509,0.0853293585979421,NA,NA
"1248","How did it impact your household?",NA,"Impact on psychological wellbeing (fear, stress, anxiety)","NA",0.65611780727461,NA,0.623061156259756,0.689174458289463,NA,NA
"2246","How did it impact your household?",NA,"Informed the decision to relocate/move","NA",0.32297971034314,NA,0.284338109801065,0.361621310885216,NA,NA
"3199","How did it impact your household?",NA,"Constrained the access to basic services (school, hospital, mosque)","NA",0.239318959540115,NA,0.206045891954804,0.272592027125425,NA,NA
"487","How did it impact your household?",NA,"Restricted to playing and recreation (for children)","NA",0.29977317429042,NA,0.257065633172198,0.342480715408642,NA,NA
"560","How did it impact your household?",NA,"Negative Impact on livelihood/income","NA",0.278199428033733,NA,0.236362202380983,0.320036653686482,NA,NA
"653","How did it impact your household?",NA,"Incident - Death or Disability of Family Member ","NA",0.10680638429902,NA,0.0820584206557659,0.131554347942274,NA,NA
"744","How did it impact your household?",NA,"None of the above","NA",0.134331382979943,NA,0.110769877818841,0.157892888141044,NA,NA
"835","How did it impact your household?",NA,"Other","NA",0.0889430457221129,NA,0.0652197778214259,0.1126663136228,NA,NA
"1249","In the last 30 days, were household members worried about the following threats in your area?",NA,"Maiming or killing by violence (death or permanent injuries)","NA",0.089705980772265,NA,0.0767300802856282,0.102681881258902,NA,NA
